frame_nbr,ball_pos_X,ball_pos_Y
155.0,1384.4925245345098,922.1619555671771
156.0,1383.968645065579,922.4905634730221
157.0,1383.4447655966483,922.819171378867
158.0,1382.9208861277175,923.1477792847121
159.0,1382.397006658787,923.476387190557
160.0,1381.8731271898562,923.8049950964021
161.0,1381.3492477209254,924.133603002247
162.0,1380.8253682519946,924.4622109080921
163.0,1380.3014887830639,924.790818813937
164.0,1379.777609314133,925.119426719782
165.0,1379.2537298452025,925.448034625627
166.0,1378.7298503762718,925.776642531472
167.0,1378.205970907341,926.105250437317
168.0,1377.6820914384102,926.433858343162
169.0,1377.1582119694795,926.762466249007
170.0,1376.6343325005487,927.091074154852
171.0,1376.1104530316181,927.419682060697
172.0,1375.5865735626874,927.748289966542
173.0,1375.0626940937566,928.076897872387
174.0,1374.5388146248258,928.4055057782319
175.0,1374.014935155895,928.734113684077
176.0,1373.4910556869643,929.0627215899219
177.0,1372.9671762180337,929.391329495767
178.0,1372.443296749103,929.7199374016119
179.0,1371.9194172801722,930.048545307457
180.0,1371.9608084730307,930.0254433882596
181.0,1365.384009323919,933.9133652917902
182.0,1358.8517755534776,938.06865574319
183.0,1353.05173714086,941.929869351699
184.0,1348.8921096839235,945.488374052782
185.0,1345.1467416255518,948.2807899182332
186.0,1345.1465628648746,948.2809418925548
187.0,1339.310318933669,952.4199821918156
188.0,1331.785734487221,957.0099139899552
189.0,1327.3784865735593,959.8062806036504
190.0,1321.910614786293,963.1137634361172
191.0,1317.2215298678316,966.2812119243672
192.0,1317.2209302926994,966.2813175716846
193.0,1325.9158626841447,997.3064134254448
194.0,1321.1908605510228,1000.3393724683128
195.0,1315.400416536456,1003.693951242388
196.0,1314.5128229029424,1010.248106304591
197.0,1310.5447130552743,1013.5283719633622
198.0,1310.5453062110064,1013.5282677693403
199.0,1307.3089174679403,1015.7071074086708
200.0,1301.896788664675,1018.9959154310612
201.0,1297.8422975290407,1021.3809375831275
202.0,1294.3784098064757,1023.2839696383608
203.0,1290.3382364365063,1025.390452932386
204.0,1290.3465181174008,1025.3843223922452
205.0,1286.3197389222737,1027.5126365690069
206.0,1286.4031309262364,1027.2352994822
207.0,1286.486522930199,1026.9579623953928
208.0,1286.569914934162,1026.6806253085858
209.0,1286.6533069381246,1026.403288221779
210.0,1286.6521986830323,1026.4024553517916
211.0,1290.677878462572,1023.763682541966
212.0,1292.3639865670984,1022.6794200128504
213.0,1293.364524889558,1021.7437406348672
214.0,1294.1453086951522,1021.5051938339244
215.0,1296.1358846368632,1020.2045631444752
216.0,1296.1100203857116,1020.2292340632672
217.0,1298.0625285076198,1019.0047580172557
218.0,1300.4480138269612,1017.9529394690431
219.0,1302.1681415270125,1017.2239538297554
220.0,1304.6473698149036,1015.995259119862
221.0,1304.7547779619342,1016.1694707115956
222.0,1304.7532290200656,1016.1728582733904
223.0,1306.9926367721328,1015.1992468949874
224.0,1307.741917218965,1015.1056266861308
225.0,1308.7649580197574,1015.1243642377556
226.0,1309.5086400538437,1015.3671424482844
227.0,1309.7621384192453,1015.5810410087646
228.0,1309.7586227270797,1015.5822438950375
229.0,1309.951923510851,1015.7204809721042
230.0,1310.915048570526,1015.5145502947596
231.0,1309.9641080607944,1014.2648607639662
232.0,1309.0131675510625,1013.0151712331729
233.0,1308.0622270413305,1011.7654817023794
234.0,1307.1112865315988,1010.515792171586
235.0,1305.4647094209574,1006.409741114956
236.0,1305.7056203859113,1002.1341335869135
237.0,1306.5418937398283,997.6168655412328
238.0,1308.3030643312168,992.6706110120024
239.0,1310.9254546870154,987.8931777387644
240.0,1313.5478450428143,983.1157444655264
241.0,1316.170235398613,978.3383111922885
242.0,1318.7926257544118,973.5608779190505
243.0,1321.4150161102104,968.7834446458126
244.0,1325.1126204869,963.26129111451
245.0,1325.5790571299715,959.7099152338992
246.0,1325.5792862825876,959.7095144351762
247.0,1324.358288366498,956.5217041313024
248.0,1326.3111478081626,952.5637250644552
249.0,1326.9248335430718,948.7933422555478
250.0,1328.7782239660364,944.7971699405016
251.0,1330.3427316875718,943.4059239179992
252.0,1331.9072394091074,942.0146778954968
253.0,1333.4717471306428,940.6234318729944
254.0,1333.0662140964605,941.7811607009172
255.0,1332.3258157988432,942.9176778382832
256.0,1332.514733193574,944.0269272891918
257.0,1332.703650588305,945.1361767401004
258.0,1332.6417728431834,945.1450054319624
259.0,1335.022845116596,945.2027989563628
260.0,1337.4039173900087,945.2605924807633
261.0,1339.7849896634216,945.3183860051638
262.0,1342.1660619368342,945.3761795295642
263.0,1341.41560417614,946.6169523910712
264.0,1341.473627524324,946.58736400442
265.0,1342.324337774909,945.970216042448
266.0,1344.8140332144114,942.5440899275776
267.0,1347.5810655225034,939.0601099557113
268.0,1348.3149976952775,936.5194205499322
269.0,1350.231365557233,934.5101232478723
270.0,1350.230219895617,934.5105437644124
271.0,1352.4693523586293,931.5946803471296
272.0,1354.8284970507402,928.9749805926224
273.0,1357.4901003342156,926.3882643386564
274.0,1357.1935719329863,925.4175025537694
275.0,1358.9837018791432,923.4700358510548
276.0,1358.9426268570226,923.485791791188
277.0,1360.8555828044252,922.0934978785814
278.0,1361.4026374630764,921.198040001709
279.0,1362.126440758059,920.408099851658
280.0,1363.4972709248837,919.182097738298
281.0,1363.6225419737748,919.0450001732456
282.0,1363.6209844244531,919.0449953616718
283.0,1363.2144290843344,919.0335310412372
284.0,1362.4435859084372,919.333211467477
285.0,1362.8346571960342,919.2260564561848
286.0,1362.5561128115585,919.5509484463598
287.0,1362.5235916408683,920.07181725558
288.0,1362.3184182140544,919.9388743830892
289.0,1361.891698139945,920.5086690515308
290.0,547.0198125148023,495.5275842426741
291.0,1361.7585923050055,917.9073955795004
292.0,1362.5926002424342,916.048771850979
293.0,1363.2386131632345,914.023695761152
294.0,1363.153744524817,914.0584569134028
295.0,1364.860247695016,911.7894116136268
296.0,1364.2375208891317,910.6413871826117
297.0,1406.4371071022993,879.6051271164686
298.0,1415.0085432057294,874.6384864511882
299.0,1167.4563434710262,750.3838799911337
300.0,919.9041437363228,626.1292735310791
301.0,672.3519440016196,501.8746670710246
302.0,1048.2079444675712,683.318313801088
303.0,1424.0639449335229,864.7619605311514
304.0,1417.7990433610917,861.9063625862157
305.0,1411.5341417886607,859.05076464128
306.0,1411.4830844400467,859.0561924988339
307.0,1416.5578759040063,847.2790231286607
308.0,1409.0002157310662,844.0721691251044
309.0,1403.85554815792,840.4489617129879
310.0,1405.5504456010058,831.3228320552328
311.0,1401.1031646913414,825.957431324693
312.0,1401.1090612691569,825.950978214782
313.0,1402.5070945457585,820.0303605289369
314.0,1396.9220728272971,815.2647316819911
315.0,1329.8968219074384,758.2686052967592
316.0,1566.0426902712345,550.8966094973729
317.0,1399.7954408469388,796.1047203277508
318.0,1399.8640274636882,796.0897571788636
319.0,1403.8369025040504,788.9963756142045
320.0,1408.4818149772052,780.3048450313994
321.0,1411.6875736533846,773.0046967989624
322.0,1416.0517210339272,767.2700858574207
323.0,1419.4168047795824,759.6935711824957
324.0,1419.4116189956978,759.6715807957712
325.0,1414.987410626578,756.2859058555593
326.0,1617.195916375715,655.3360189186049
327.0,1412.5996782447553,746.1911188449405
328.0,1413.1321975362096,741.2888312565373
329.0,1322.8889762208933,754.7095155348219
330.0,1322.9030484084856,754.7069823102147
331.0,1403.3140306279056,685.2345940025124
332.0,1483.7250128473254,615.7622056948101
333.0,1564.1359950667454,546.2898173871077
334.0,1423.2734297176144,712.8392546490553
335.0,1421.0701958129018,708.221045254263
336.0,1421.068239203036,708.2242851092902
337.0,1419.530840475889,704.6579274959738
338.0,1418.659685775848,699.6148788415363
339.0,1418.815699093986,695.3269989182049
340.0,1420.8996078200337,690.0587118690992
341.0,1420.175354553773,686.720623268458
342.0,1420.184919603612,686.7235612297101
343.0,1425.236297930952,681.3312533580386
344.0,1427.0269350159442,678.0115255248486
345.0,1425.833826626988,674.150897266709
346.0,1426.0665529505004,670.3520176983315
347.0,1425.9085834217408,666.2829154529755
348.0,1425.9391976002669,666.2853564825797
349.0,1426.3278788317534,662.0206961363607
350.0,1428.4639993981568,659.5283172760968
351.0,1429.7945036500296,656.3524354427462
352.0,1430.22767570909,653.1452070622632
353.0,1431.333803176701,649.6520672005558
354.0,1431.394917302684,649.6495112834945
355.0,1431.6265456581511,646.5540961590682
356.0,1434.0612998496554,643.5165001175094
357.0,1433.787804261832,640.3876162633295
358.0,1435.482331311366,637.1580649553546
359.0,1435.457468251345,634.164842134971
360.0,1435.4779176950751,634.157410582753
361.0,1436.1502405872018,630.8780926664326
362.0,1439.689674261252,628.86767773756
363.0,1443.2291079353022,626.8572628086874
364.0,1446.7685416093523,624.8468478798148
365.0,1450.3079752834026,622.8364329509423
366.0,1453.847408957453,620.8260180220697
367.0,1457.386842631503,618.8156030931971
368.0,1461.101938364524,616.6762783306001
369.0,1465.0167676189164,613.9718151775843
370.0,1466.9776767288236,611.7777933293139
371.0,1470.9031102291365,609.324816565473
372.0,1470.9111329143534,609.3266014132365
373.0,1478.420699948776,606.8253224889262
374.0,1479.2141897033198,604.7514939756486
375.0,1486.2610905590068,602.3969441759598
376.0,1488.633038174945,600.3252144182725
377.0,1492.2639386742026,597.9866709365875
378.0,1492.2643236116303,597.9864315421389
379.0,1495.3815579432974,596.2162517652188
380.0,1499.5869156727467,594.0386646146985
381.0,1502.496971942186,592.9678254357594
382.0,1504.268255546535,590.5749303675509
383.0,1509.1156307968206,589.1095115565806
384.0,1509.11524955736,589.1096075084032
385.0,1511.9798650063844,587.3762296794181
386.0,1513.7217361532928,585.9075136850718
387.0,1516.158626234844,583.2139484151734
388.0,1518.216350749591,583.8322976605974
389.0,1520.2740752643379,584.4506469060213
390.0,1522.3317997790848,585.0689961514454
391.0,1524.3895242938318,585.6873453968693
392.0,1526.4472488085787,586.3056946422934
393.0,1528.5049733233257,586.9240438877173
394.0,1530.5626978380726,587.5423931331413
395.0,1532.6204223528196,588.1607423785653
396.0,1534.6781468675665,588.7790916239893
397.0,1536.7358713823135,589.3974408694132
398.0,1538.7935958970604,590.0157901148373
399.0,1540.8513204118074,590.6341393602612
400.0,1542.9090449265543,591.2524886056852
401.0,1543.8730591146757,593.1985684809665
402.0,1543.8812555247366,593.1981675988762
403.0,1545.6102456045203,595.3767546891162
404.0,1547.564370168437,596.1732425384278
405.0,1550.906406879451,598.483738742953
406.0,1554.3084704716082,598.1851980414743
407.0,1559.4562468455122,600.1555569018776
408.0,1559.4584368268277,600.1555264717975
409.0,1564.5675366986563,600.8938431969796
410.0,1570.7701084597732,611.8986683445247
411.0,1576.9667963830047,603.143024727585
412.0,1762.7160130093052,641.7797861374187
413.0,1593.1915668862182,605.768291200099
414.0,1593.1916452574758,605.7717501743681
415.0,1593.536752150259,598.8250695387277
416.0,1769.4930858647724,678.2168486160297
417.0,1770.6019310047493,676.6249065825242
418.0,1769.8787330721032,677.7174412170284
419.0,1769.5942771717723,678.6043755978867
420.0,1769.5945249638544,678.6042789739968
421.0,1605.3745063193553,523.9379782657707
422.0,1768.621474044179,680.4330923238704
423.0,1768.4529173022586,681.3601520340078
424.0,1768.3938128028924,682.1496005727105
425.0,1768.156386952112,682.8814011297075
426.0,1768.1562845625083,682.8813432907153
427.0,1768.447275758543,683.4038299116862
428.0,1768.509725250136,684.0085955983077
429.0,1768.6365371160286,684.4190572289918
430.0,1768.8070151573995,685.3249639537935
431.0,1769.388577472604,685.3564710938555
432.0,1712.2764732105354,611.2949133036377
433.0,1769.6952484330577,685.5196236993495
434.0,1770.579453358493,666.4692022488169
435.0,1771.4636582839282,647.4187807982844
436.0,1771.5500368841003,647.6901572114341
437.0,1771.6364154842724,647.9615336245839
438.0,1771.636533798562,647.9614721977428
439.0,1771.8006527134346,648.2297516449613
440.0,1771.9647716283075,648.49803109218
441.0,1772.1288905431802,648.7663105393985
442.0,1772.1288905431802,648.7663105393985
443.0,1772.1288905431802,648.7663105393985
444.0,1772.1288905431802,648.7663105393985
445.0,1772.1288905431802,648.7663105393985
446.0,1772.1288905431802,648.7663105393985
447.0,1784.4967048622273,626.2236916394543
448.0,1784.4967048622273,626.2236916394543
449.0,1784.4967048622273,626.2236916394543
450.0,1784.4967048622273,626.2236916394543
451.0,1780.566772373124,620.7151062644268
452.0,1776.6368398840207,615.2065208893994
453.0,1772.7069073949172,609.697935514372
454.0,1768.7769749058139,604.1893501393446
455.0,1764.8470424167106,598.6807647643171
456.0,1760.9171099276073,593.1721793892897
457.0,1756.9871774385037,587.6635940142623
458.0,1753.0572449494005,582.1550086392349
459.0,1749.1273124602972,576.6464232642074
460.0,1745.1973799711939,571.13783788918
461.0,1741.2674474820903,565.6292525141525
462.0,1737.337514992987,560.1206671391252
463.0,1733.4075825038838,554.6120817640978
464.0,1729.4776500147805,549.1034963890703
465.0,1725.547717525677,543.5949110140429
466.0,1721.6177850365737,538.0863256390155
467.0,1717.6878525474704,532.5777402639881
468.0,1713.757920058367,527.0691548889606
469.0,1709.8279875692638,521.5605695139332
470.0,1705.8980550801602,516.0519841389057
471.0,1701.968122591057,510.5433987638784
472.0,1698.0381901019537,505.0348133888509
473.0,1694.1082576128501,499.52622801382347
474.0,1690.1783251237468,494.0176426387961
475.0,1686.2483926346436,488.5090572637687
476.0,1682.3184601455403,483.00047188874123
477.0,1678.388527656437,477.4918865137138
478.0,1674.4585951673334,471.98330113868633
479.0,1670.5286626782301,466.47471576365893
480.0,1666.5987301891269,460.96613038863154
481.0,1662.6687977000236,455.4575450136041
482.0,1658.73886521092,449.94895963857664
483.0,1654.8089327218167,444.44037426354924
484.0,1650.8790002327135,438.93178888852185
485.0,1646.9490677436102,433.4232035134944
486.0,1643.0191352545066,427.91461813846695
487.0,1639.0892027654033,422.40603276343955
488.0,1635.1592702763,416.8974473884121
489.0,1631.2293377871968,411.3888620133847
490.0,1627.2994052980935,405.88027663835726
491.0,1623.36947280899,400.3716912633298
492.0,1619.4395403198866,394.8631058883024
493.0,1615.5096078307834,389.354520513275
494.0,1611.5796753416798,383.84593513824757
495.0,1607.6497428525765,378.3373497632201
496.0,1603.7198103634732,372.8287643881927
497.0,1602.3362268051849,370.6586678325379
498.0,1602.3476036941784,370.65308242632767
499.0,1601.5074513403124,369.0393906589586
500.0,1601.9547554924957,368.1683586760935
501.0,1603.4734793300022,367.4467217220405
502.0,1606.9190152568988,367.0028094817324
503.0,1610.5618469137796,366.8579621763627
504.0,1610.5552681370002,366.8355408660282
505.0,1614.9573003753412,366.8370267871188
506.0,1615.6573452097264,365.9748945496397
507.0,1616.3573900441113,365.11276231216056
508.0,1617.0574348784965,364.25063007468145
509.0,1617.7574797128816,363.3884978372023
510.0,1618.4575245472668,362.5263655997232
511.0,1619.1575693816517,361.6642333622441
512.0,1619.8576142160368,360.80210112476493
513.0,1620.557659050422,359.93996888728583
514.0,1621.257703884807,359.0778366498067
515.0,1621.957748719192,358.21570441232757
516.0,1622.6577935535772,357.35357217484847
517.0,1623.3578383879624,356.4914399373693
518.0,1624.0578832223473,355.6293076998902
519.0,1624.7579280567325,354.7671754624111
520.0,1625.4579728911176,353.90504322493194
521.0,1626.1580177255025,353.04291098745284
522.0,1626.8580625598877,352.18077874997374
523.0,1627.5581073942728,351.3186465124946
524.0,1628.258152228658,350.4565142750155
525.0,1628.958197063043,349.5943820375363
526.0,1629.658241897428,348.7322498000572
527.0,1631.2410721111598,352.68985859600815
528.0,1632.8239023248916,356.6474673919591
529.0,1634.4067325386234,360.60507618791
530.0,1635.9895627523554,364.56268498386095
531.0,1637.5723929660871,368.5202937798119
532.0,1639.155223179819,372.4779025757628
533.0,1640.7380533935507,376.43551137171374
534.0,1642.3208836072824,380.39312016766473
535.0,1643.9037138210142,384.35072896361567
536.0,1645.4865440347462,388.3083377595666
537.0,1647.069374248478,392.26594655551753
538.0,1648.6522044622097,396.22355535146846
539.0,1650.2350346759415,400.1811641474194
540.0,1651.8178648896733,404.1387729433703
541.0,1653.400695103405,408.09638173932126
542.0,1654.9835253171368,412.0539905352722
543.0,1656.5663555308688,416.0115993312231
544.0,1658.1491857446006,419.96920812717406
545.0,1659.7320159583323,423.926816923125
546.0,1661.314846172064,427.8844257190759
547.0,1662.8976763857959,431.84203451502685
548.0,1664.4805065995276,435.7996433109778
549.0,1666.0633368132596,439.7572521069287
550.0,1667.6461670269914,443.71486090287965
551.0,1669.2289972407232,447.6724696988306
552.0,1670.811827454455,451.6300784947815
553.0,1672.3946576681867,455.5876872907325
554.0,1673.9774878819185,459.54529608668344
555.0,1675.5603180956505,463.50290488263437
556.0,1677.1431483093822,467.4605136785853
557.0,1678.725978523114,471.41812247453623
558.0,1680.3088087368458,475.37573127048717
559.0,1681.8916389505775,479.3333400664381
560.0,1683.4744691643093,483.29094886238903
561.0,1685.057299378041,487.24855765833996
562.0,1686.640129591773,491.2061664542909
563.0,1688.2229598055048,495.1637752502419
564.0,1689.8057900192366,499.1213840461928
565.0,1691.3886202329684,503.07899284214375
566.0,1692.9714504467001,507.0366016380947
567.0,1694.554280660432,510.9942104340456
568.0,1696.137110874164,514.9518192299965
569.0,1697.7199410878957,518.9094280259475
570.0,1699.3027713016274,522.8670368218984
571.0,1700.8856015153592,526.8246456178493
572.0,1702.468431729091,530.7822544138003
573.0,1704.0512619428227,534.7398632097512
574.0,1705.6340921565547,538.6974720057021
575.0,1707.2169223702865,542.6550808016531
576.0,1708.7997525840183,546.612689597604
577.0,1710.38258279775,550.5702983935549
578.0,1711.9654130114818,554.5279071895059
579.0,1713.5482432252136,558.4855159854568
580.0,1715.1310734389454,562.4431247814077
581.0,1716.7139036526773,566.4007335773587
582.0,1718.296733866409,570.3583423733096
583.0,1719.8795640801409,574.3159511692605
584.0,1721.4623942938726,578.2735599652115
585.0,1723.0452245076044,582.2311687611624
586.0,1724.6280547213362,586.1887775571133
587.0,1726.210884935068,590.1463863530644
588.0,1727.7937151488,594.1039951490152
589.0,1729.3765453625317,598.0616039449662
590.0,1730.9593755762635,602.019212740917
591.0,1732.5422057899953,605.9768215368681
592.0,1734.125036003727,609.9344303328189
593.0,1735.707866217459,613.89203912877
594.0,1737.2906964311908,617.8496479247208
595.0,1738.8735266449225,621.8072567206718
596.0,1740.4563568586543,625.7648655166226
597.0,1742.039187072386,629.7224743125737
598.0,1743.6220172861179,633.6800831085245
599.0,1745.2048474998496,637.6376919044756
600.0,1746.7876777135816,641.5953007004265
601.0,1748.3705079273134,645.5529094963774
602.0,1749.9533381410452,649.5105182923284
603.0,1751.536168354777,653.4681270882793
604.0,1753.1189985685087,657.4257358842302
605.0,1754.7018287822405,661.3833446801812
606.0,1756.2846589959722,665.3409534761321
607.0,1757.8674892097042,669.298562272083
608.0,1759.450319423436,673.256171068034
609.0,1761.0331496371678,677.2137798639849
610.0,1761.012284125042,677.322237091945
611.0,1761.625184068587,677.4104901286436
612.0,1761.6249675032054,677.4102395602786
613.0,1761.5410163585657,677.4603340419791
614.0,1761.4036818691316,677.3451978304657
615.0,1760.7197394858647,677.3957121928222
616.0,1761.2671672135034,677.4537771016887
617.0,1761.1143743484035,677.8918425240355
618.0,1761.1144011612423,677.8918424843613
619.0,1761.3398336873074,676.8332682588308
620.0,1761.0673180843405,676.365317620455
621.0,1760.9081021726354,675.9334527081309
622.0,1760.8162211372137,675.4488215846778
623.0,1760.3772359832387,675.2748912286622
624.0,1760.3767078469475,675.2743748955687
625.0,1759.8605890349031,674.9289963084368
626.0,1759.1683935708654,674.051759760107
627.0,1761.517692810201,677.2073985009649
628.0,1760.5800375643562,676.4873674462865
629.0,1759.7847000465497,675.8937867117203
630.0,1759.8170679101254,675.8854126845703
631.0,1759.5953024677412,675.4248397469361
632.0,1759.489631022834,675.0368650967973
633.0,1759.5804893161514,674.8867470671282
634.0,1759.5520217683188,674.8026841164336
635.0,1759.5522456168453,674.8019429233416
636.0,1759.552327657355,674.8019011070365
637.0,1759.4064174495977,674.7768302736365
638.0,1759.374483480516,674.7730394460314
639.0,1759.3799724497887,674.7722361430667
640.0,1759.3558796790105,674.7795729377065
641.0,1759.3507929749578,674.7753307307348
642.0,1759.3512376836493,674.7752965719617
643.0,1759.352250852551,674.7755673369547
644.0,1759.3539596747432,674.7773477105588
645.0,1759.3584852821448,674.7768676976
646.0,1759.340934471696,674.781720557379
647.0,1759.3288707303211,674.7849501311814
648.0,1759.3289538273837,674.7849356374488
649.0,1759.2787116888114,674.7923947605062
650.0,1759.280895997876,674.7918939497958
651.0,1759.2625995009437,674.8032467370413
652.0,1759.1895702785075,674.8117233210737
653.0,1759.188360875443,674.8145239004724
654.0,1759.188499332172,674.8144966922407
655.0,1759.1699890581124,674.823970702524
656.0,1759.1651886537272,674.824651539153
657.0,1759.155339775655,674.8214774130303
658.0,1759.1621199909098,674.8261744292998
659.0,1759.0863073198564,674.8163060006505
660.0,1759.0862516524498,674.8163095930281
661.0,1759.0865758250093,674.8160163696015
662.0,1759.087692325031,674.8152608202104
663.0,1759.1014020937937,674.8086524112927
664.0,1759.1344720901232,674.8036405913432
665.0,1759.1268596883951,674.7998610627805
666.0,1759.1268317928689,674.7998610348466
667.0,1759.091250613354,674.8002629731718
668.0,1759.1071555634664,674.7787748643867
669.0,1759.1037423037048,674.7800438787128
670.0,1759.1034620589771,674.7792377518069
671.0,1759.101977342132,674.77983785298
672.0,1759.102060574406,674.7798251772335
