frame_nbr ,player_ID ,player_pos_X        ,player_pos_Y        ,player_team ,assigned_id
      7.0 ,     17.0 ,1156.6396356958019  , 792.7237577908264  ,Man City    ,-1.0
      7.0 ,     19.0 ,1170.755782093145   , 778.6176674776831  ,Chelsea     ,-1.0
      7.0 ,     20.0 ,1221.9747096805822  , 857.8806114302283  ,Man City    ,-1.0
      7.0 ,      9.0 ,1106.621211129379   , 643.4271173180406  ,Chelsea     ,-1.0
      8.0 ,      1.0 ,1509.80180721911    , 655.5495575821146  ,Chelsea     ,-1.0
      8.0 ,      2.0 ,1313.444802094794   , 660.9355916448058  ,Chelsea     ,-1.0
      8.0 ,      3.0 , 988.0766881322953  , 987.4380438961758  ,Chelsea     ,-1.0
      8.0 ,      4.0 , 861.512097509233   , 632.5453778051951  ,Man City    ,-1.0
      8.0 ,      5.0 , 420.795045211041   , 612.2430816735734  ,Man City    ,-1.0
      8.0 ,      6.0 , 876.1995275874096  , 925.1066648589465  ,Man City    ,-1.0
      8.0 ,      7.0 ,1237.3431821793224  , 662.6271362896799  ,Man City    ,-1.0
      8.0 ,      8.0 , 952.864320813781   , 554.4570525326387  ,Chelsea     ,-1.0
      8.0 ,     10.0 , 836.4998035065256  , 949.9891984541157  ,Chelsea     ,-1.0
      8.0 ,     11.0 ,1095.630667151031   , 668.8758043261372  ,Chelsea     ,-1.0
      8.0 ,     12.0 , 846.1599666405218  , 699.3195405687817  ,Man City    ,-1.0
      8.0 ,     13.0 , 976.3642645685685  , 859.0312276177718  ,Chelsea     ,-1.0
      8.0 ,     14.0 , 833.7282186696876  , 835.366412753075   ,Man City    ,-1.0
      8.0 ,     16.0 , 928.533446314844   , 713.5033950743946  ,Man City    ,-1.0
      8.0 ,     17.0 ,1156.720564767598   , 793.1188384454356  ,Man City    ,-1.0
      8.0 ,     19.0 ,1169.9097075052796  , 778.7960562846282  ,Chelsea     ,-1.0
      8.0 ,     20.0 ,1223.7629994190129  , 858.5459457847461  ,Man City    ,-1.0
      8.0 ,      9.0 ,1105.612296936447   , 643.0999321286131  ,Chelsea     ,-1.0
      9.0 ,      1.0 ,1510.2534076494667  , 655.7588417823731  ,Chelsea     ,-1.0
      9.0 ,      2.0 ,1312.747561474355   , 660.6765361546016  ,Chelsea     ,-1.0
      9.0 ,      3.0 , 990.6204599500471  , 987.5550867353262  ,Chelsea     ,-1.0
